iter	Logloss
533	0.493228756
534	0.4931820874
535	0.4931088651
536	0.4930642136
537	0.4930244048
538	0.4929499836
539	0.4929089516
540	0.4928859493
541	0.4928756329
542	0.4928320979
543	0.4927944386
544	0.4927489297
545	0.4926944576
546	0.4926680215
547	0.492631466
548	0.4925831769
549	0.4925364116
550	0.4924821563
551	0.4924511048
552	0.49241704
553	0.4923855394
554	0.4923446258
555	0.4922908051
556	0.4922776229
557	0.492193765
558	0.4921476503
559	0.4920923884
560	0.4920326814
561	0.4920193778
562	0.4919954114
563	0.4919298451
564	0.4918930548
565	0.4918787341
566	0.4918321963
567	0.4917984042
568	0.4917715861
569	0.4917121952
570	0.4916878837
571	0.4916428209
572	0.4915920132
573	0.491577685
574	0.491542987
575	0.4915265364
576	0.491521263
577	0.491491164
578	0.4914911629
579	0.4914622575
580	0.491459165
581	0.4914449817
582	0.4913948067
583	0.4913791673
584	0.4913342903
585	0.4913144517
586	0.4912665413
587	0.4912224743
588	0.4911981274
589	0.4911695063
590	0.491102861
591	0.4910907376
592	0.4910628103
593	0.490987462
594	0.4909652083
595	0.4909195051
596	0.4908970715
597	0.4908756927
598	0.4908593142
599	0.49080866
600	0.4907667236
601	0.4907062775
602	0.4906354134
603	0.4906061994
604	0.4905851168
605	0.4905276293
606	0.490444244
607	0.4904407172
608	0.4904037151
609	0.4903513881
610	0.4903236934
611	0.4903046395
612	0.490286305
613	0.4902579531
614	0.4901858518
615	0.4901259305
616	0.4900915885
617	0.4900714595
618	0.4900419578
619	0.490024697
620	0.4899861327
621	0.4899516146
622	0.4899283669
623	0.4898724736
624	0.4898440149
625	0.4897944751
626	0.4897943037
627	0.4897754733
628	0.4897522274
629	0.4897046957
630	0.4896411255
631	0.4896222218
632	0.4895725153
633	0.4895593743
634	0.4894981719
635	0.489447025
636	0.4894124701
637	0.4893732824
638	0.4893357688
639	0.4893016349
640	0.4892470395
641	0.4892133019
642	0.4891543287
643	0.4891190501
644	0.4890751993
645	0.4890648364
646	0.4890209755
647	0.4889909249
648	0.4889023419
649	0.488872281
650	0.4888575361
651	0.4888126465
652	0.4887321116
653	0.4887321113
654	0.4886972013
655	0.4886330576
656	0.4885993115
657	0.4885307782
658	0.4885131939
659	0.4884677867
660	0.4884298279
661	0.4883839348
662	0.4883702877
663	0.4883125525
664	0.4882824669
665	0.4882244612
666	0.4881821696
667	0.4881403958
668	0.4881266605
669	0.4881065655
670	0.4880513964
671	0.4880123659
672	0.4880052864
673	0.4879851668
674	0.487973573
675	0.4879143236
676	0.4878348116
677	0.4877926638
678	0.487718171
679	0.4877002364
680	0.48767005
681	0.4876553501
682	0.4876239483
683	0.4875925176
684	0.4875770334
685	0.4875280964
686	0.4874936048
687	0.4874652671
688	0.4873994443
689	0.4873737358
690	0.487365967
691	0.4873242141
692	0.4873061722
693	0.4872721152
694	0.4872423636
695	0.4872131033
696	0.4871659143
697	0.4870946467
698	0.4870218555
699	0.4869506568
700	0.4869343128
701	0.4869024985
702	0.4868365733
703	0.4868171137
704	0.4868155181
705	0.4867902726
706	0.4867583068
707	0.4867258461
708	0.486698507
709	0.4866856818
710	0.4866630746
711	0.4865936002
712	0.486527073
713	0.4865245891
714	0.4864995351
715	0.4864714371
716	0.486471437
717	0.4864348367
718	0.4863983249
719	0.4863594503
720	0.4863125973
721	0.4862581211
722	0.4862277665
723	0.4861574421
724	0.4860921903
725	0.4860918628
726	0.4860661751
727	0.4860167776
728	0.4859711531
729	0.4859550809
730	0.4859312346
731	0.4858755796
732	0.485834045
733	0.4857901962
734	0.4857241516
735	0.4856811853
736	0.4856609947
737	0.4856395211
738	0.4856155989
739	0.4855247863
740	0.4855115561
741	0.4854706687
742	0.485439763
743	0.4854100467
744	0.485333515
745	0.4853145388
746	0.4853004966
747	0.48523658
748	0.4852216173
749	0.4852113722
750	0.485197535
751	0.4851207987
752	0.4850855993
753	0.4850571014
754	0.4850388147
755	0.4849486174
756	0.4849304987
757	0.4848827838
758	0.4848012882
759	0.4847343724
760	0.4846821009
761	0.4846482951
762	0.4846210116
763	0.4845952271
764	0.4845350017
765	0.4844870474
766	0.4844629502
767	0.4844493212
768	0.4843873869
769	0.4842870374
770	0.4842472726
771	0.4841905569
772	0.4841593249
773	0.4841106322
774	0.4840451978
775	0.4840171056
776	0.4839900876
777	0.4839448182
778	0.4839121035
779	0.4838823213
780	0.4838289116
781	0.4837851184
782	0.4837592564
783	0.4837421419
784	0.4837063323
785	0.4836787733
786	0.4836627802
787	0.4836406124
788	0.4836088778
789	0.4835179006
790	0.4834836381
791	0.4834400709
792	0.4834205633
793	0.4833963925
794	0.4833782629
795	0.4833782355
796	0.4833333078
797	0.4833048069
798	0.4833046802
799	0.4832852166
800	0.4832065791
801	0.483184009
802	0.4831093596
803	0.4830624148
804	0.4830319732
805	0.4830052383
806	0.4829606427
807	0.4828944781
808	0.4828554267
809	0.4828294769
810	0.4827888576
811	0.4827451688
812	0.4827264962
813	0.4826824069
814	0.4826571695
815	0.4826145804
816	0.482536382
817	0.4824978329
818	0.4824659611
819	0.482444861
820	0.4824085285
821	0.4823721455
822	0.4823416798
823	0.4822831236
824	0.4822233538
825	0.4821553664
826	0.482140465
827	0.4820793572
828	0.4820176963
829	0.4819775261
830	0.4819505186
831	0.4819137698
832	0.4818742355
833	0.4818646261
834	0.4817954256
835	0.4817747662
836	0.4817304591
837	0.4817033084
838	0.4816716388
839	0.481620734
840	0.4815847574
841	0.4815360135
842	0.4815221175
843	0.4814476608
844	0.4814012015
845	0.4813800924
846	0.4813238973
847	0.4812882605
848	0.4812658469
849	0.4812348162
850	0.4811930749
851	0.4811708497
852	0.4811332593
853	0.4810772789
854	0.4810442004
855	0.4810221349
856	0.4809670267
857	0.4809358788
858	0.4809020791
859	0.4808388412
860	0.4808133123
861	0.4807492652
862	0.4807212133
863	0.4806739054
864	0.4806508456
865	0.4806024471
866	0.4805646258
867	0.4805341805
868	0.4804935333
869	0.4804605032
870	0.4804356773
871	0.4803875806
872	0.4803527613
873	0.4803350345
874	0.4803274255
875	0.4802476084
876	0.4802219241
877	0.4801824443
878	0.4801615437
879	0.4800923663
880	0.4800407869
881	0.4800000351
882	0.4799846673
883	0.479924219
884	0.479874959
885	0.4798512236
886	0.479828352
887	0.4798153273
888	0.4797727804
889	0.479730402
890	0.4796756443
891	0.4796360904
892	0.4796163852
893	0.4795721747
894	0.4795481097
895	0.4794790814
896	0.4793966437
897	0.4793822706
898	0.4793308797
899	0.4792695341
900	0.4792205244
901	0.4792035344
902	0.4791420798
903	0.4790922798
904	0.4790776039
905	0.4790458727
906	0.4790224924
907	0.478991236
908	0.4789591003
909	0.4789183041
910	0.4788895296
911	0.4788476878
912	0.4788243861
913	0.4787802461
914	0.4787672789
915	0.4787028603
916	0.4786598725
917	0.4786198128
918	0.4785780547
919	0.4785500462
920	0.4784632788
921	0.4784094616
922	0.4783722724
923	0.4783108632
924	0.478280534
925	0.4782094573
926	0.4781794963
927	0.4781528724
928	0.4781106029
929	0.4780838001
930	0.4780568537
931	0.4780121647
932	0.4779677586
933	0.4778936963
934	0.4778576884
935	0.4778259218
936	0.4777864757
937	0.4777140778
938	0.477617237
939	0.4775833818
940	0.4775569236
941	0.4775070008
942	0.4774888478
943	0.4774397609
944	0.4773786495
945	0.4773330513
946	0.4773103953
947	0.4772862451
948	0.477248776
949	0.4772005274
950	0.4771737025
951	0.4771556365
952	0.4771169388
953	0.477034865
954	0.4770051012
955	0.4769649039
956	0.4769013507
957	0.4768264787
958	0.4768161533
959	0.4767759654
960	0.4767477072
961	0.4767163352
962	0.4766754185
963	0.4766282244
964	0.4766097328
965	0.4765791943
966	0.4765464327
967	0.4764952687
968	0.476467647
969	0.4764366447
970	0.4764124577
971	0.4763925498
972	0.4763714301
973	0.4763465038
974	0.476322142
975	0.4762715578
976	0.4762224536
977	0.476189653
978	0.4761302954
979	0.476104753
980	0.4760670921
981	0.4760516369
982	0.4759873587
983	0.475914087
984	0.4758762277
985	0.4758388374
986	0.4758158251
987	0.475793829
988	0.4757111745
989	0.4756715875
990	0.4756013716
991	0.4755481504
992	0.475507473
993	0.4754838592
994	0.4754734168
995	0.475451771
996	0.4754424999
997	0.4753942649
998	0.4753417187
999	0.4752999549
